,DATE,SOLAR,F_NAIVE,F_DIFF,F_SARIMA,F_LSTM,F_ENSEMBLE
0,1/1/2019 0:00,0,0,0,0,0,0
1,1/1/2019 1:00,0,0,0,0,0,0
2,1/1/2019 2:00,0,0,0,0,0,0
3,1/1/2019 3:00,0,0,0,0,0,0
4,1/1/2019 4:00,0,0,0,0,0,0
5,1/1/2019 5:00,0,0,0,0,0,0
6,1/1/2019 6:00,0,0,0,0,1,0.5
7,1/1/2019 7:00,1245,0,405,899,1162,1030.5
8,1/1/2019 8:00,5265,1245,3428,4478,4568,4523
9,1/1/2019 9:00,7794,5265,6690,7303,7499,7401
10,1/1/2019 10:00,8253,7794,7907,8123,8199,8161
11,1/1/2019 11:00,8157,8253,8256,7952,8168,8060
12,1/1/2019 12:00,8145,8157,8817,8076,8065,8070.5
13,1/1/2019 13:00,8249,8145,8275,7835,7974,7904.5
14,1/1/2019 14:00,7569,8249,8218,7602,7575,7588.5
15,1/1/2019 15:00,4681,7569,5828,4856,4766,4811
16,1/1/2019 16:00,754,4681,1977,1196,673,934.5
17,1/1/2019 17:00,0,754,311,0,0,0
18,1/1/2019 18:00,0,0,0,0,0,0
19,1/1/2019 19:00,0,0,0,0,0,0
20,1/1/2019 20:00,0,0,0,0,0,0
21,1/1/2019 21:00,0,0,0,0,0,0
22,1/1/2019 22:00,0,0,0,0,0,0
23,1/1/2019 23:00,0,0,0,0,0,0
24,1/2/2019 0:00,0,0,0,0,0,0
25,1/2/2019 1:00,0,0,0,0,0,0
26,1/2/2019 2:00,0,0,0,0,0,0
27,1/2/2019 3:00,0,0,0,0,0,0
28,1/2/2019 4:00,0,0,0,0,0,0
29,1/2/2019 5:00,0,0,0,0,0,0
30,1/2/2019 6:00,0,0,0,0,1,0.5
31,1/2/2019 7:00,1251,0,1245,1125,1124,1124.5
32,1/2/2019 8:00,5425,1251,5271,4952,5213,5082.5
33,1/2/2019 9:00,7830,5425,7954,7741,7641,7691
34,1/2/2019 10:00,8165,7830,8289,8201,8154,8177.5
35,1/2/2019 11:00,8055,8165,8069,7925,8052,7988.5
36,1/2/2019 12:00,8057,8055,8043,7984,8025,8004.5
37,1/2/2019 13:00,8244,8057,8161,7999,8026,8012.5
38,1/2/2019 14:00,7836,8244,7564,7592,7695,7643.5
39,1/2/2019 15:00,5019,7836,4948,5077,5495,5286
40,1/2/2019 16:00,817,5019,1092,1316,860,1088
41,1/2/2019 17:00,73,817,63,0,0,0
42,1/2/2019 18:00,73,73,73,5,0,2.5
43,1/2/2019 19:00,74,73,73,60,11,35.5
44,1/2/2019 20:00,71,74,74,61,28,44.5
45,1/2/2019 21:00,0,71,71,57,223,140
46,1/2/2019 22:00,0,0,0,0,0,0
47,1/2/2019 23:00,0,0,0,0,0,0
48,1/3/2019 0:00,0,0,0,0,0,0
49,1/3/2019 1:00,0,0,0,0,0,0
50,1/3/2019 2:00,0,0,0,0,0,0
51,1/3/2019 3:00,0,0,0,0,0,0
52,1/3/2019 4:00,0,0,0,0,0,0
53,1/3/2019 5:00,0,0,0,0,309,154.5
54,1/3/2019 6:00,0,0,0,0,1,0.5
55,1/3/2019 7:00,1298,0,1251,1133,1162,1147.5
56,1/3/2019 8:00,5494,1298,5472,5110,5133,5121.5
57,1/3/2019 9:00,7865,5494,7899,7792,7624,7708
58,1/3/2019 10:00,8183,7865,8200,8184,8154,8169
59,1/3/2019 11:00,8107,8183,8073,7962,8114,8038
60,1/3/2019 12:00,8119,8107,8109,8067,8125,8096
61,1/3/2019 13:00,8165,8119,8306,8109,8009,8059
62,1/3/2019 14:00,7643,8165,7757,7568,7418,7493
63,1/3/2019 15:00,4910,7643,4826,4863,4562,4712.5
64,1/3/2019 16:00,938,4910,708,1103,780,941.5
65,1/3/2019 17:00,30,938,194,147,0,73.5
66,1/3/2019 18:00,0,30,30,0,2,1
67,1/3/2019 19:00,0,0,1,0,0,0
68,1/3/2019 20:00,0,0,0,1,0,0.5
69,1/3/2019 21:00,0,0,0,0,0,0
70,1/3/2019 22:00,0,0,0,10,0,5
71,1/3/2019 23:00,0,0,0,0,0,0
72,1/4/2019 0:00,0,0,0,0,0,0
73,1/4/2019 1:00,0,0,0,0,0,0
74,1/4/2019 2:00,0,0,0,0,0,0
75,1/4/2019 3:00,0,0,0,0,0,0
76,1/4/2019 4:00,0,0,0,0,0,0
77,1/4/2019 5:00,0,0,0,0,36,18
78,1/4/2019 6:00,0,0,0,0,2,1
79,1/4/2019 7:00,1324,0,1298,1185,1193,1189
80,1/4/2019 8:00,5578,1324,5520,5249,5284,5266.5
81,1/4/2019 9:00,7880,5578,7949,7911,7778,7844.5
82,1/4/2019 10:00,8210,7880,8198,8170,8256,8213
83,1/4/2019 11:00,8106,8210,8134,8036,8143,8089.5
84,1/4/2019 12:00,8153,8106,8118,8069,8042,8055.5
85,1/4/2019 13:00,8226,8153,8199,8151,8163,8157
86,1/4/2019 14:00,7730,8226,7704,7637,7878,7757.5
87,1/4/2019 15:00,5027,7730,4997,4974,5869,5421.5
88,1/4/2019 16:00,849,5027,1055,1198,1129,1163.5
89,1/4/2019 17:00,0,849,0,0,0,0
90,1/4/2019 18:00,0,0,0,0,0,0
91,1/4/2019 19:00,0,0,0,5,0,2.5
92,1/4/2019 20:00,0,0,0,0,0,0
93,1/4/2019 21:00,0,0,0,0,0,0
94,1/4/2019 22:00,0,0,0,2,0,1
95,1/4/2019 23:00,0,0,0,0,0,0
96,1/5/2019 0:00,0,0,0,0,0,0
97,1/5/2019 1:00,0,0,0,0,0,0
98,1/5/2019 2:00,0,0,0,0,0,0
99,1/5/2019 3:00,0,0,0,0,0,0
100,1/5/2019 4:00,0,0,0,0,0,0
101,1/5/2019 5:00,0,0,0,0,0,0
102,1/5/2019 6:00,0,0,0,0,1,0.5
103,1/5/2019 7:00,239,0,1324,1226,1231,1228.5
104,1/5/2019 8:00,912,239,4493,3959,1541,2750
105,1/5/2019 9:00,1547,912,3214,2373,1953,2163
106,1/5/2019 10:00,2231,1547,1877,2039,2455,2247
107,1/5/2019 11:00,2449,2231,2127,3059,2599,2829
108,1/5/2019 12:00,2196,2449,2496,3370,2846,3108
109,1/5/2019 13:00,1402,2196,2269,2930,1956,2443
110,1/5/2019 14:00,831,1402,906,1435,1179,1307
111,1/5/2019 15:00,411,831,0,0,450,225
112,1/5/2019 16:00,24,411,0,0,0,0
113,1/5/2019 17:00,0,24,0,850,7,428.5
114,1/5/2019 18:00,0,0,0,301,0,150.5
115,1/5/2019 19:00,0,0,0,0,0,0
116,1/5/2019 20:00,0,0,0,0,0,0
117,1/5/2019 21:00,0,0,0,0,0,0
118,1/5/2019 22:00,0,0,0,0,0,0
119,1/5/2019 23:00,0,0,0,0,0,0
120,1/6/2019 0:00,0,0,0,0,0,0
121,1/6/2019 1:00,0,0,0,0,0,0
122,1/6/2019 2:00,0,0,0,0,0,0
123,1/6/2019 3:00,0,0,0,0,0,0
124,1/6/2019 4:00,0,0,0,0,0,0
125,1/6/2019 5:00,0,0,0,0,1,0.5
126,1/6/2019 6:00,0,0,0,0,919,459.5
127,1/6/2019 7:00,682,0,239,814,467,640.5
128,1/6/2019 8:00,3309,682,1355,3274,2729,3001.5
129,1/6/2019 9:00,4819,3309,3944,4927,5176,5051.5
130,1/6/2019 10:00,6034,4819,5503,5289,5680,5484.5
131,1/6/2019 11:00,5821,6034,6252,6299,6508,6403.5
132,1/6/2019 12:00,5560,5821,5568,5605,5966,5785.5
133,1/6/2019 13:00,5590,5560,4766,5197,5620,5408.5
134,1/6/2019 14:00,5205,5590,5019,5130,5031,5080.5
135,1/6/2019 15:00,3223,5205,4785,3410,2925,3167.5
136,1/6/2019 16:00,522,3223,2836,635,426,530.5
137,1/6/2019 17:00,0,522,498,0,0,0
138,1/6/2019 18:00,0,0,0,0,0,0
139,1/6/2019 19:00,0,0,0,0,0,0
140,1/6/2019 20:00,0,0,0,0,0,0
141,1/6/2019 21:00,0,0,0,0,0,0
142,1/6/2019 22:00,0,0,0,0,0,0
143,1/6/2019 23:00,0,0,0,0,0,0
144,1/7/2019 0:00,0,0,0,0,0,0
145,1/7/2019 1:00,0,0,0,0,0,0
146,1/7/2019 2:00,0,0,0,0,0,0
147,1/7/2019 3:00,0,0,0,0,0,0
148,1/7/2019 4:00,0,0,0,0,0,0
149,1/7/2019 5:00,0,0,0,0,0,0
150,1/7/2019 6:00,0,0,0,0,1,0.5
151,1/7/2019 7:00,566,0,682,862,1075,968.5
152,1/7/2019 8:00,2687,566,3193,3453,2443,2948
153,1/7/2019 9:00,4864,2687,4197,4218,4319,4268.5
154,1/7/2019 10:00,5934,4864,6079,5887,6104,5995.5
155,1/7/2019 11:00,6742,5934,5721,6022,6328,6175
156,1/7/2019 12:00,6879,6742,6481,6928,6987,6957.5
157,1/7/2019 13:00,7145,6879,6909,6811,6913,6862
158,1/7/2019 14:00,6845,7145,6760,6657,6774,6715.5
159,1/7/2019 15:00,4371,6845,4863,4638,4920,4779
160,1/7/2019 16:00,760,4371,1670,1163,718,940.5
161,1/7/2019 17:00,0,760,238,0,0,0
162,1/7/2019 18:00,0,0,0,0,0,0
163,1/7/2019 19:00,0,0,0,0,0,0
164,1/7/2019 20:00,0,0,0,0,0,0
165,1/7/2019 21:00,0,0,0,0,0,0
166,1/7/2019 22:00,0,0,0,0,0,0
167,1/7/2019 23:00,0,0,0,0,0,0
168,1/8/2019 0:00,0,0,0,0,0,0
169,1/8/2019 1:00,0,0,0,0,0,0
170,1/8/2019 2:00,0,0,0,0,0,0
171,1/8/2019 3:00,0,0,0,0,0,0
172,1/8/2019 4:00,0,0,0,0,0,0
173,1/8/2019 5:00,0,0,0,0,0,0
174,1/8/2019 6:00,0,0,0,0,1,0.5
175,1/8/2019 7:00,908,0,566,747,1116,931.5
176,1/8/2019 8:00,3265,908,3029,3553,4231,3892
177,1/8/2019 9:00,5296,3265,5442,5075,4948,5011.5
178,1/8/2019 10:00,6171,5296,6366,6140,6294,6217
179,1/8/2019 11:00,6282,6171,6979,6475,6433,6454
180,1/8/2019 12:00,6123,6282,6419,6212,6370,6291
181,1/8/2019 13:00,5799,6123,6389,6115,5925,6020
182,1/8/2019 14:00,4957,5799,5499,5313,5058,5185.5
183,1/8/2019 15:00,2662,4957,2483,2710,2939,2824.5
184,1/8/2019 16:00,464,2662,0,0,334,167
185,1/8/2019 17:00,0,464,0,254,0,127
186,1/8/2019 18:00,0,0,0,62,0,31
187,1/8/2019 19:00,0,0,0,0,0,0
188,1/8/2019 20:00,0,0,0,0,0,0
189,1/8/2019 21:00,0,0,0,0,0,0
190,1/8/2019 22:00,0,0,0,0,0,0
191,1/8/2019 23:00,0,0,0,0,0,0
192,1/9/2019 0:00,0,0,0,0,0,0
193,1/9/2019 1:00,0,0,0,0,0,0
194,1/9/2019 2:00,0,0,0,0,0,0
195,1/9/2019 3:00,0,0,0,0,0,0
196,1/9/2019 4:00,0,0,0,0,0,0
197,1/9/2019 5:00,0,0,0,0,1,0.5
198,1/9/2019 6:00,0,0,0,0,1,0.5
199,1/9/2019 7:00,934,0,908,835,1204,1019.5
200,1/9/2019 8:00,3810,934,3291,3534,3554,3544
201,1/9/2019 9:00,5567,3810,5841,5779,5688,5733.5
202,1/9/2019 10:00,6125,5567,6442,6271,6329,6300
203,1/9/2019 11:00,6101,6125,6236,6142,6436,6289
204,1/9/2019 12:00,6172,6101,5942,5962,6197,6079.5
205,1/9/2019 13:00,6027,6172,5848,6089,6083,6086
206,1/9/2019 14:00,5000,6027,5185,5419,5280,5349.5
207,1/9/2019 15:00,2785,5000,2705,2680,2644,2662
208,1/9/2019 16:00,481,2785,587,154,310,232
209,1/9/2019 17:00,0,481,17,105,0,52.5
210,1/9/2019 18:00,0,0,0,18,0,9
211,1/9/2019 19:00,0,0,0,0,0,0
212,1/9/2019 20:00,0,0,0,0,0,0
213,1/9/2019 21:00,0,0,0,0,0,0
214,1/9/2019 22:00,0,0,0,0,0,0
215,1/9/2019 23:00,0,0,0,0,0,0
216,1/10/2019 0:00,0,0,0,0,0,0
217,1/10/2019 1:00,0,0,0,0,0,0
218,1/10/2019 2:00,0,0,0,0,0,0
219,1/10/2019 3:00,0,0,0,0,0,0
220,1/10/2019 4:00,0,0,0,0,0,0
221,1/10/2019 5:00,0,0,0,0,1,0.5
222,1/10/2019 6:00,0,0,0,0,1,0.5
223,1/10/2019 7:00,952,0,934,853,1167,1010
224,1/10/2019 8:00,4128,952,3828,3688,3719,3703.5
225,1/10/2019 9:00,6095,4128,5885,6075,6209,6142
226,1/10/2019 10:00,6985,6095,6653,6754,6784,6769
227,1/10/2019 11:00,7169,6985,6961,7027,7261,7144
228,1/10/2019 12:00,7581,7169,7240,7059,7266,7162.5
229,1/10/2019 13:00,7679,7581,7436,7454,7546,7500
230,1/10/2019 14:00,7155,7679,6652,6810,7070,6940
231,1/10/2019 15:00,4617,7155,4940,4788,4630,4709
232,1/10/2019 16:00,870,4617,2313,1634,702,1168
233,1/10/2019 17:00,0,870,389,0,0,0
234,1/10/2019 18:00,0,0,0,0,0,0
235,1/10/2019 19:00,0,0,0,0,0,0
236,1/10/2019 20:00,0,0,0,0,0,0
237,1/10/2019 21:00,0,0,0,0,0,0
238,1/10/2019 22:00,0,0,0,0,0,0
239,1/10/2019 23:00,0,0,0,0,0,0
240,1/11/2019 0:00,0,0,0,0,0,0
241,1/11/2019 1:00,0,0,0,0,0,0
242,1/11/2019 2:00,0,0,0,0,0,0
243,1/11/2019 3:00,0,0,0,0,0,0
244,1/11/2019 4:00,0,0,0,0,0,0
245,1/11/2019 5:00,0,0,0,0,0,0
246,1/11/2019 6:00,0,0,0,0,1,0.5
247,1/11/2019 7:00,869,0,952,882,1180,1031
248,1/11/2019 8:00,3103,869,4045,3723,4062,3892.5
249,1/11/2019 9:00,5125,3103,5070,4831,4793,4812
250,1/11/2019 10:00,5608,5125,6015,6051,6198,6124.5
251,1/11/2019 11:00,5973,5608,5792,5733,5918,5825.5
252,1/11/2019 12:00,5770,5973,6385,6293,6146,6219.5
253,1/11/2019 13:00,5040,5770,5868,5732,5546,5639
254,1/11/2019 14:00,4222,5040,4516,4370,4199,4284.5
255,1/11/2019 15:00,3135,4222,1684,2060,2459,2259.5
256,1/11/2019 16:00,706,3135,0,636,768,702
257,1/11/2019 17:00,0,706,0,311,0,155.5
258,1/11/2019 18:00,0,0,0,0,0,0
259,1/11/2019 19:00,0,0,0,0,0,0
260,1/11/2019 20:00,0,0,0,0,0,0
261,1/11/2019 21:00,0,0,0,0,0,0
262,1/11/2019 22:00,0,0,0,0,0,0
263,1/11/2019 23:00,0,0,0,0,0,0
264,1/12/2019 0:00,0,0,0,0,0,0
265,1/12/2019 1:00,0,0,0,0,0,0
266,1/12/2019 2:00,0,0,0,0,0,0
267,1/12/2019 3:00,0,0,0,0,0,0
268,1/12/2019 4:00,0,0,0,0,0,0
269,1/12/2019 5:00,0,0,0,0,0,0
270,1/12/2019 6:00,0,0,0,0,1,0.5
271,1/12/2019 7:00,316,0,869,866,1173,1019.5
272,1/12/2019 8:00,1420,316,2550,2721,1310,2015.5
273,1/12/2019 9:00,3159,1420,3442,3021,2194,2607.5
274,1/12/2019 10:00,4350,3159,3642,4037,3782,3909.5
275,1/12/2019 11:00,4759,4350,4715,5029,5026,5027.5
276,1/12/2019 12:00,4673,4759,4556,5004,5082,5043
277,1/12/2019 13:00,4134,4673,3943,4534,4686,4610
278,1/12/2019 14:00,3608,4134,3316,3569,3791,3680
279,1/12/2019 15:00,2183,3608,2521,2102,2310,2206
280,1/12/2019 16:00,443,2183,0,0,501,250.5
281,1/12/2019 17:00,26,443,0,227,0,113.5
282,1/12/2019 18:00,0,26,26,115,7,61
283,1/12/2019 19:00,0,0,0,0,0,0
284,1/12/2019 20:00,0,0,0,0,0,0
285,1/12/2019 21:00,0,0,0,0,0,0
286,1/12/2019 22:00,0,0,0,0,0,0
287,1/12/2019 23:00,0,0,0,0,0,0
288,1/13/2019 0:00,0,0,0,0,0,0
289,1/13/2019 1:00,0,0,0,0,0,0
290,1/13/2019 2:00,0,0,0,0,0,0
291,1/13/2019 3:00,0,0,0,0,0,0
292,1/13/2019 4:00,0,0,0,0,0,0
293,1/13/2019 5:00,0,0,0,0,0,0
294,1/13/2019 6:00,0,0,0,0,1,0.5
295,1/13/2019 7:00,1120,0,316,646,930,788
296,1/13/2019 8:00,4976,1120,2224,3296,4878,4087
297,1/13/2019 9:00,6875,4976,6715,7260,7239,7249.5
298,1/13/2019 10:00,7377,6875,8066,7469,7348,7408.5
299,1/13/2019 11:00,7075,7377,7786,7207,7413,7310
300,1/13/2019 12:00,6339,7075,6989,6620,6983,6801.5
301,1/13/2019 13:00,5896,6339,5800,5603,6055,5829
302,1/13/2019 14:00,4754,5896,5370,5155,5072,5113.5
303,1/13/2019 15:00,2351,4754,3329,2748,2524,2636
304,1/13/2019 16:00,514,2351,611,0,212,106
305,1/13/2019 17:00,105,514,97,198,0,99
306,1/13/2019 18:00,0,105,79,138,1,69.5
307,1/13/2019 19:00,0,0,0,0,0,0
308,1/13/2019 20:00,0,0,0,0,0,0
309,1/13/2019 21:00,0,0,0,0,0,0
310,1/13/2019 22:00,0,0,0,0,0,0
311,1/13/2019 23:00,0,0,0,0,0,0
312,1/14/2019 0:00,0,0,0,0,0,0
313,1/14/2019 1:00,0,0,0,0,0,0
314,1/14/2019 2:00,0,0,0,0,0,0
315,1/14/2019 3:00,0,0,0,0,0,0
316,1/14/2019 4:00,0,0,0,0,0,0
317,1/14/2019 5:00,0,0,0,0,0,0
318,1/14/2019 6:00,0,0,0,0,1,0.5
319,1/14/2019 7:00,291,0,1120,891,127,509
320,1/14/2019 8:00,1260,291,4147,3035,2224,2629.5
321,1/14/2019 9:00,1696,1260,3159,2681,2260,2470.5
322,1/14/2019 10:00,1910,1696,2198,2327,2381,2354
323,1/14/2019 11:00,1972,1910,1608,2362,2367,2364.5
324,1/14/2019 12:00,1957,1972,1236,2303,2452,2377.5
325,1/14/2019 13:00,1427,1957,1514,2290,2203,2246.5
326,1/14/2019 14:00,1266,1427,285,1109,1192,1150.5
327,1/14/2019 15:00,782,1266,0,1,812,406.5
328,1/14/2019 16:00,123,782,0,0,85,42.5
329,1/14/2019 17:00,0,123,0,336,0,168
330,1/14/2019 18:00,0,0,0,122,0,61
331,1/14/2019 19:00,0,0,0,12,0,6
332,1/14/2019 20:00,0,0,0,0,0,0
333,1/14/2019 21:00,0,0,0,0,0,0
334,1/14/2019 22:00,0,0,0,0,0,0
335,1/14/2019 23:00,0,0,0,0,0,0
336,1/15/2019 0:00,0,0,0,0,0,0
337,1/15/2019 1:00,0,0,0,0,0,0
338,1/15/2019 2:00,0,0,0,0,0,0
339,1/15/2019 3:00,0,0,0,0,0,0
340,1/15/2019 4:00,0,0,0,0,0,0
341,1/15/2019 5:00,0,0,0,0,0,0
342,1/15/2019 6:00,0,0,0,0,0,0
343,1/15/2019 7:00,95,0,291,593,967,780
344,1/15/2019 8:00,612,95,1064,1882,1193,1537.5
345,1/15/2019 9:00,1203,612,1048,1577,1433,1505
346,1/15/2019 10:00,1591,1203,1417,1808,1380,1594
347,1/15/2019 11:00,1824,1591,1653,2013,1457,1735
348,1/15/2019 12:00,2221,1824,1809,2129,1694,1911.5
349,1/15/2019 13:00,2448,2221,1691,2304,1632,1968
350,1/15/2019 14:00,1981,2448,2287,2406,1701,2053.5
351,1/15/2019 15:00,1413,1981,1497,842,908,875
352,1/15/2019 16:00,330,1413,754,155,214,184.5
353,1/15/2019 17:00,0,330,207,203,0,101.5
354,1/15/2019 18:00,0,0,0,0,0,0
355,1/15/2019 19:00,0,0,0,0,0,0
356,1/15/2019 20:00,0,0,0,0,0,0
357,1/15/2019 21:00,0,0,0,0,0,0
358,1/15/2019 22:00,0,0,0,0,0,0
359,1/15/2019 23:00,0,0,0,0,0,0
360,1/16/2019 0:00,0,0,0,0,0,0
361,1/16/2019 1:00,0,0,0,0,0,0
362,1/16/2019 2:00,0,0,0,0,0,0
363,1/16/2019 3:00,0,0,0,0,0,0
364,1/16/2019 4:00,0,0,0,0,0,0
365,1/16/2019 5:00,0,0,0,0,0,0
366,1/16/2019 6:00,0,0,0,0,1,0.5
367,1/16/2019 7:00,575,0,95,453,1134,793.5
368,1/16/2019 8:00,2807,575,1092,2175,2224,2199.5
369,1/16/2019 9:00,3759,2807,3398,4131,4409,4270
370,1/16/2019 10:00,4320,3759,4147,4110,4621,4365.5
371,1/16/2019 11:00,4628,4320,4553,4390,4912,4651
372,1/16/2019 12:00,4477,4628,5025,4636,4997,4816.5
373,1/16/2019 13:00,4189,4477,4704,4156,4551,4353.5
374,1/16/2019 14:00,3606,4189,3722,3493,3783,3638
375,1/16/2019 15:00,2148,3606,3038,2333,2157,2245
376,1/16/2019 16:00,432,2148,1065,421,381,401
377,1/16/2019 17:00,0,432,102,0,0,0
378,1/16/2019 18:00,0,0,0,0,0,0
379,1/16/2019 19:00,0,0,0,0,0,0
380,1/16/2019 20:00,0,0,0,0,0,0
381,1/16/2019 21:00,0,0,0,0,0,0
382,1/16/2019 22:00,0,0,0,0,0,0
383,1/16/2019 23:00,0,0,0,0,0,0
384,1/17/2019 0:00,0,0,0,0,0,0
385,1/17/2019 1:00,0,0,0,0,0,0
386,1/17/2019 2:00,0,0,0,0,0,0
387,1/17/2019 3:00,0,0,0,0,0,0
388,1/17/2019 4:00,0,0,0,0,0,0
389,1/17/2019 5:00,0,0,0,0,0,0
390,1/17/2019 6:00,0,0,0,0,1,0.5
391,1/17/2019 7:00,354,0,575,547,1122,834.5
392,1/17/2019 8:00,1383,354,2586,2264,1417,1840.5
393,1/17/2019 9:00,2733,1383,2335,2276,1961,2118.5
394,1/17/2019 10:00,3080,2733,3294,3495,3263,3379
395,1/17/2019 11:00,2452,3080,3388,3342,3387,3364.5
396,1/17/2019 12:00,2610,2452,2301,2291,2706,2498.5
397,1/17/2019 13:00,2778,2610,2322,2671,2560,2615.5
398,1/17/2019 14:00,1460,2778,2195,2557,2469,2513
399,1/17/2019 15:00,879,1460,2,48,648,348
400,1/17/2019 16:00,326,879,0,0,96,48
401,1/17/2019 17:00,0,326,0,397,0,198.5
402,1/17/2019 18:00,0,0,0,17,0,8.5
403,1/17/2019 19:00,0,0,0,0,0,0
404,1/17/2019 20:00,0,0,0,0,0,0
405,1/17/2019 21:00,0,0,0,0,0,0
406,1/17/2019 22:00,0,0,0,0,0,0
407,1/17/2019 23:00,0,0,0,0,0,0
408,1/18/2019 0:00,0,0,0,0,0,0
409,1/18/2019 1:00,0,0,0,0,0,0
410,1/18/2019 2:00,0,0,0,0,0,0
411,1/18/2019 3:00,0,0,0,0,0,0
412,1/18/2019 4:00,0,0,0,0,0,0
413,1/18/2019 5:00,0,0,0,0,0,0
414,1/18/2019 6:00,0,0,0,0,1,0.5
415,1/18/2019 7:00,976,0,354,447,1136,791.5
416,1/18/2019 8:00,3955,976,2005,2621,3694,3157.5
417,1/18/2019 9:00,5280,3955,5305,5519,5729,5624
418,1/18/2019 10:00,6323,5280,5627,5479,5873,5676
419,1/18/2019 11:00,6889,6323,5695,6036,6763,6399.5
420,1/18/2019 12:00,6815,6889,7047,6749,7060,6904.5
421,1/18/2019 13:00,6962,6815,6983,6222,6697,6459.5
422,1/18/2019 14:00,6851,6962,5644,5689,6431,6060
423,1/18/2019 15:00,4726,6851,6270,5550,4699,5124.5
424,1/18/2019 16:00,1206,4726,4173,2605,902,1753.5
425,1/18/2019 17:00,26,1206,880,0,0,0
426,1/18/2019 18:00,9,26,26,0,1,0.5
427,1/18/2019 19:00,0,9,9,0,5,2.5
428,1/18/2019 20:00,0,0,0,0,0,0
429,1/18/2019 21:00,0,0,0,0,0,0
430,1/18/2019 22:00,0,0,0,0,0,0
431,1/18/2019 23:00,0,0,0,0,0,0
432,1/19/2019 0:00,0,0,0,0,0,0
433,1/19/2019 1:00,0,0,0,0,0,0
434,1/19/2019 2:00,0,0,0,0,0,0
435,1/19/2019 3:00,0,0,0,0,2,1
436,1/19/2019 4:00,0,0,0,0,0,0
437,1/19/2019 5:00,0,0,0,0,1,0.5
438,1/19/2019 6:00,0,0,0,0,1,0.5
439,1/19/2019 7:00,1193,0,976,677,847,762
440,1/19/2019 8:00,4801,1193,4172,3522,5149,4335.5
441,1/19/2019 9:00,7337,4801,6126,6363,6975,6669
442,1/19/2019 10:00,8023,7337,8380,8139,7932,8035.5
443,1/19/2019 11:00,8266,8023,8589,7780,7976,7878
444,1/19/2019 12:00,8188,8266,8192,7789,8212,8000.5
445,1/19/2019 13:00,8214,8188,8335,7687,8169,7928
446,1/19/2019 14:00,7819,8214,8103,7291,7828,7559.5
447,1/19/2019 15:00,5512,7819,5694,5849,6112,5980.5
448,1/19/2019 16:00,1488,5512,1992,2579,1701,2140
449,1/19/2019 17:00,45,1488,308,0,12,6
450,1/19/2019 18:00,0,45,28,0,0,0
451,1/19/2019 19:00,0,0,0,0,0,0
452,1/19/2019 20:00,0,0,0,0,0,0
453,1/19/2019 21:00,0,0,0,0,0,0
454,1/19/2019 22:00,0,0,0,0,0,0
455,1/19/2019 23:00,0,0,0,0,0,0
456,1/20/2019 0:00,0,0,0,0,0,0
457,1/20/2019 1:00,0,0,0,0,0,0
458,1/20/2019 2:00,0,0,0,0,0,0
459,1/20/2019 3:00,0,0,0,0,0,0
460,1/20/2019 4:00,0,0,0,0,0,0
461,1/20/2019 5:00,0,0,0,0,21,10.5
462,1/20/2019 6:00,0,0,0,0,3,1.5
463,1/20/2019 7:00,995,0,1193,828,1630,1229
464,1/20/2019 8:00,3135,995,4603,3640,4314,3977
465,1/20/2019 9:00,4427,3135,5671,4729,5222,4975.5
466,1/20/2019 10:00,5203,4427,5113,4977,5491,5234
467,1/20/2019 11:00,5758,5203,5446,5494,5595,5544.5
468,1/20/2019 12:00,6373,5758,5680,5919,5906,5912.5
469,1/20/2019 13:00,5649,6373,6399,6555,6359,6457
470,1/20/2019 14:00,4006,5649,5254,4852,4905,4878.5
471,1/20/2019 15:00,2630,4006,1699,2000,2262,2131
472,1/20/2019 16:00,727,2630,0,204,612,408
473,1/20/2019 17:00,0,727,0,177,0,88.5
474,1/20/2019 18:00,0,0,0,54,0,27
475,1/20/2019 19:00,0,0,0,4,0,2
476,1/20/2019 20:00,0,0,0,0,0,0
477,1/20/2019 21:00,0,0,0,0,0,0
478,1/20/2019 22:00,0,0,0,0,0,0
479,1/20/2019 23:00,0,0,0,0,0,0
480,1/21/2019 0:00,0,0,0,0,0,0
481,1/21/2019 1:00,0,0,0,0,0,0
482,1/21/2019 2:00,0,0,0,0,0,0
483,1/21/2019 3:00,0,0,0,0,0,0
484,1/21/2019 4:00,0,0,0,0,0,0
485,1/21/2019 5:00,0,0,0,0,0,0
486,1/21/2019 6:00,0,0,0,0,1,0.5
487,1/21/2019 7:00,922,0,995,845,1186,1015.5
488,1/21/2019 8:00,4543,922,3062,3220,3847,3533.5
489,1/21/2019 9:00,7027,4543,5835,6342,6913,6627.5
490,1/21/2019 10:00,7638,7027,7803,7822,7593,7707.5
491,1/21/2019 11:00,7798,7638,8193,7576,7772,7674
492,1/21/2019 12:00,7694,7798,8413,7648,7914,7781
493,1/21/2019 13:00,7102,7694,6970,6977,7716,7346.5
494,1/21/2019 14:00,6707,7102,5459,5769,6451,6110
495,1/21/2019 15:00,5125,6707,5331,5130,4455,4792.5
496,1/21/2019 16:00,1516,5125,3222,2573,1233,1903
497,1/21/2019 17:00,76,1516,789,53,15,34
498,1/21/2019 18:00,0,76,76,0,0,0
499,1/21/2019 19:00,0,0,0,0,0,0
500,1/21/2019 20:00,0,0,0,0,0,0
501,1/21/2019 21:00,0,0,0,0,0,0
502,1/21/2019 22:00,0,0,0,0,0,0
